"day","sw_name","percent"
2023-04-13 08:00:00,保险II,0.134
2023-04-13 08:00:00,饲料II,0.134
2023-04-12 08:00:00,半导体II,8.92
2023-04-12 08:00:00,软件开发II,7.09
2023-04-12 08:00:00,IT服务II,6.96
2023-04-12 08:00:00,通信设备II,5.38
2023-04-12 08:00:00,计算机设备II,4.33
2023-04-12 08:00:00,光学光电子II,3.81
2023-04-12 08:00:00,电子制造II,3.81
2023-04-12 08:00:00,游戏II,3.54
2023-04-12 08:00:00,出版II,3.28
2023-04-12 08:00:00,通用机械II,2.89
2023-04-12 08:00:00,元件II,2.89
2023-04-12 08:00:00,化学制药II,2.76
2023-04-12 08:00:00,专用设备II,2.62
2023-04-12 08:00:00,影视院线II,2.49
2023-04-12 08:00:00,自动化设备II,2.36
2023-04-12 08:00:00,中药II,2.23
2023-04-12 08:00:00,广告营销II,1.71
2023-04-12 08:00:00,旅游及景区II,1.57
2023-04-12 08:00:00,一般零售II,1.57
2023-04-12 08:00:00,生物制品II,1.44
2023-04-12 08:00:00,工业金属II,1.44
2023-04-12 08:00:00,数字媒体II,1.31
2023-04-12 08:00:00,通信运营II,1.31
2023-04-12 08:00:00,房地产开发II,1.05
2023-04-12 08:00:00,医疗器械II,1.05
2023-04-12 08:00:00,其他电子II,0.919
2023-04-12 08:00:00,专业工程II,0.919
2023-04-12 08:00:00,电源设备II,0.787
2023-04-12 08:00:00,视听器材II,0.787
2023-04-12 08:00:00,汽车零部件II,0.787
2023-04-12 08:00:00,医疗服务II,0.787
2023-04-12 08:00:00,电子化学品II,0.787
2023-04-12 08:00:00,电视广播II,0.656
2023-04-12 08:00:00,互联网电商II,0.656
2023-04-12 08:00:00,炼化及贸易II,0.656
2023-04-12 08:00:00,化学制品II,0.656
2023-04-12 08:00:00,证券II,0.656
2023-04-12 08:00:00,军工电子II,0.525
2023-04-12 08:00:00,电网设备II,0.525
2023-04-12 08:00:00,基础建设II,0.525
2023-04-12 08:00:00,黄金II,0.525
2023-04-12 08:00:00,工程咨询服务II,0.394
2023-04-12 08:00:00,电力II,0.394
2023-04-12 08:00:00,教育II,0.394
2023-04-12 08:00:00,物流II,0.394
2023-04-12 08:00:00,电池II,0.394
2023-04-12 08:00:00,造纸II,0.394
2023-04-12 08:00:00,文娱用品II,0.394
2023-04-12 08:00:00,服装家纺II,0.394
2023-04-12 08:00:00,环境治理II,0.394
2023-04-12 08:00:00,水泥制造II,0.394
2023-04-12 08:00:00,个护用品II,0.263
2023-04-12 08:00:00,畜禽养殖II,0.263
2023-04-12 08:00:00,电机II,0.263
2023-04-12 08:00:00,光伏设备II,0.263
2023-04-12 08:00:00,专业服务II,0.263
2023-04-12 08:00:00,种植业II,0.263
2023-04-12 08:00:00,化学原料II,0.263
2023-04-12 08:00:00,包装印刷II,0.263
2023-04-12 08:00:00,商用车II,0.263
2023-04-12 08:00:00,饰品II,0.263
2023-04-12 08:00:00,航运港口II,0.263
2023-04-12 08:00:00,多元金融II,0.263
2023-04-12 08:00:00,房地产服务II,0.263
2023-04-12 08:00:00,白色家电II,0.263
2023-04-12 08:00:00,油服工程II,0.263
2023-04-12 08:00:00,运输设备II,0.263
2023-04-12 08:00:00,化学纤维II,0.131
2023-04-12 08:00:00,体育II,0.131
2023-04-12 08:00:00,非金属材料II,0.131
2023-04-12 08:00:00,农产品加工II,0.131
2023-04-12 08:00:00,酒店餐饮II,0.131
2023-04-12 08:00:00,工程机械II,0.131
2023-04-12 08:00:00,家用轻工II,0.131
2023-04-12 08:00:00,家电零部件II,0.131
2023-04-12 08:00:00,医药商业II,0.131
2023-04-12 08:00:00,综合II,0.131
2023-04-12 08:00:00,其他交运设备II,0.131
2023-04-12 08:00:00,房屋建设II,0.131
2023-04-12 08:00:00,化妆品II,0.131
2023-04-12 08:00:00,汽车服务II,0.131
2023-04-12 08:00:00,金属非金属新材料II,0.131
2023-04-12 08:00:00,纺织制造II,0.131
2023-04-12 08:00:00,燃气II,0.131
2023-04-12 08:00:00,照明设备II,0.131
2023-04-12 08:00:00,Nan,0.131
2023-04-12 08:00:00,股份制银行II,0.131
2023-04-12 08:00:00,稀有金属II,0.131
2023-04-12 08:00:00,非白酒II,0.131
2023-04-11 08:00:00,半导体II,13.1
2023-04-11 08:00:00,软件开发II,5.82
2023-04-11 08:00:00,IT服务II,4.66
2023-04-11 08:00:00,通信设备II,3.78
2023-04-11 08:00:00,光学光电子II,3.78
2023-04-11 08:00:00,化学制药II,3.78
2023-04-11 08:00:00,计算机设备II,3.64
2023-04-11 08:00:00,游戏II,3.06
2023-04-11 08:00:00,通用机械II,2.77
2023-04-11 08:00:00,出版II,2.62
2023-04-11 08:00:00,专用设备II,2.62
2023-04-11 08:00:00,元件II,2.62
2023-04-11 08:00:00,电子制造II,2.47
2023-04-11 08:00:00,影视院线II,2.33
2023-04-11 08:00:00,生物制品II,2.33
2023-04-11 08:00:00,中药II,2.04
2023-04-11 08:00:00,医疗器械II,2.04
2023-04-11 08:00:00,一般零售II,1.75
2023-04-11 08:00:00,自动化设备II,1.60
2023-04-11 08:00:00,电子化学品II,1.60
2023-04-11 08:00:00,房地产开发II,1.60
2023-04-11 08:00:00,旅游及景区II,1.46
2023-04-11 08:00:00,工业金属II,1.31
2023-04-11 08:00:00,电源设备II,1.16
2023-04-11 08:00:00,数字媒体II,1.02
2023-04-11 08:00:00,其他电子II,1.02
2023-04-11 08:00:00,视听器材II,0.873
2023-04-11 08:00:00,通信运营II,0.873
2023-04-11 08:00:00,汽车零部件II,0.873
2023-04-11 08:00:00,广告营销II,0.873
2023-04-11 08:00:00,炼化及贸易II,0.873
2023-04-11 08:00:00,专业工程II,0.873
2023-04-11 08:00:00,黄金II,0.728
2023-04-11 08:00:00,电力II,0.728
2023-04-11 08:00:00,医疗服务II,0.728
2023-04-11 08:00:00,化学制品II,0.728
2023-04-11 08:00:00,电视广播II,0.582
2023-04-11 08:00:00,电网设备II,0.582
2023-04-11 08:00:00,基础建设II,0.582
2023-04-11 08:00:00,证券II,0.582
2023-04-11 08:00:00,多元金融II,0.582
2023-04-11 08:00:00,畜禽养殖II,0.437
2023-04-11 08:00:00,造纸II,0.437
2023-04-11 08:00:00,种植业II,0.437
2023-04-11 08:00:00,环境治理II,0.437
2023-04-11 08:00:00,白色家电II,0.437
2023-04-11 08:00:00,家用轻工II,0.437
2023-04-11 08:00:00,服装家纺II,0.437
2023-04-11 08:00:00,军工电子II,0.437
2023-04-11 08:00:00,体育II,0.291
2023-04-11 08:00:00,互联网电商II,0.291
2023-04-11 08:00:00,个护用品II,0.291
2023-04-11 08:00:00,专业服务II,0.291
2023-04-11 08:00:00,农产品加工II,0.291
2023-04-11 08:00:00,物流II,0.291
2023-04-11 08:00:00,化学原料II,0.291
2023-04-11 08:00:00,商用车II,0.291
2023-04-11 08:00:00,航运港口II,0.291
2023-04-11 08:00:00,饰品II,0.291
2023-04-11 08:00:00,医药商业II,0.291
2023-04-11 08:00:00,光伏设备II,0.291
2023-04-11 08:00:00,文娱用品II,0.291
2023-04-11 08:00:00,饲料II,0.291
2023-04-11 08:00:00,油服工程II,0.291
2023-04-11 08:00:00,电池II,0.291
2023-04-11 08:00:00,酒店餐饮II,0.291
2023-04-11 08:00:00,汽车服务II,0.291
2023-04-11 08:00:00,水泥制造II,0.291
2023-04-11 08:00:00,非白酒II,0.291
2023-04-11 08:00:00,化学纤维II,0.146
2023-04-11 08:00:00,非金属材料II,0.146
2023-04-11 08:00:00,工程咨询服务II,0.146
2023-04-11 08:00:00,Nan,0.146
2023-04-11 08:00:00,包装印刷II,0.146
2023-04-11 08:00:00,房地产服务II,0.146
2023-04-11 08:00:00,工程机械II,0.146
2023-04-11 08:00:00,食品加工II,0.146
2023-04-11 08:00:00,化妆品II,0.146
2023-04-11 08:00:00,综合II,0.146
2023-04-11 08:00:00,家电零部件II,0.146
2023-04-11 08:00:00,稀有金属II,0.146
2023-04-11 08:00:00,燃气II,0.146
2023-04-11 08:00:00,教育II,0.146
2023-04-11 08:00:00,金属非金属新材料II,0.146
2023-04-11 08:00:00,玻璃制造II,0.146
2023-04-11 08:00:00,环保设备II,0.146
2023-04-11 08:00:00,橡胶II,0.146
2023-04-11 08:00:00,运输设备II,0.146
2023-04-11 08:00:00,调味发酵品II,0.146
2023-04-11 08:00:00,电机II,0.146
2023-04-11 08:00:00,饮料乳品II,0.146
2023-04-11 08:00:00,白酒II,0.146
2023-04-11 08:00:00,纺织制造II,0.146
2023-04-11 08:00:00,航空装备II,0.146
2023-04-10 08:00:00,半导体II,11.9
2023-04-10 08:00:00,软件开发II,5.93
2023-04-10 08:00:00,IT服务II,5.47
2023-04-10 08:00:00,通信设备II,5.32
2023-04-10 08:00:00,化学制药II,4.10
2023-04-10 08:00:00,计算机设备II,3.50
2023-04-10 08:00:00,通用机械II,3.34
2023-04-10 08:00:00,光学光电子II,3.04
2023-04-10 08:00:00,中药II,3.04
2023-04-10 08:00:00,专用设备II,2.89
2023-04-10 08:00:00,电子制造II,2.58
2023-04-10 08:00:00,生物制品II,2.58
2023-04-10 08:00:00,游戏II,2.13
2023-04-10 08:00:00,元件II,1.98
2023-04-10 08:00:00,自动化设备II,1.98
2023-04-10 08:00:00,电子化学品II,1.82
2023-04-10 08:00:00,旅游及景区II,1.82
2023-04-10 08:00:00,医疗器械II,1.82
2023-04-10 08:00:00,出版II,1.67
2023-04-10 08:00:00,一般零售II,1.37
2023-04-10 08:00:00,其他电子II,1.37
2023-04-10 08:00:00,工业金属II,1.37
2023-04-10 08:00:00,通信运营II,1.22
2023-04-10 08:00:00,物流II,1.22
2023-04-10 08:00:00,电源设备II,1.06
2023-04-10 08:00:00,专业工程II,1.06
2023-04-10 08:00:00,影视院线II,0.912
2023-04-10 08:00:00,基础建设II,0.912
2023-04-10 08:00:00,医疗服务II,0.912
2023-04-10 08:00:00,汽车零部件II,0.912
2023-04-10 08:00:00,房地产开发II,0.912
2023-04-10 08:00:00,数字媒体II,0.760
2023-04-10 08:00:00,炼化及贸易II,0.760
2023-04-10 08:00:00,电力II,0.760
2023-04-10 08:00:00,非白酒II,0.760
2023-04-10 08:00:00,畜禽养殖II,0.608
2023-04-10 08:00:00,视听器材II,0.608
2023-04-10 08:00:00,电网设备II,0.608
2023-04-10 08:00:00,黄金II,0.608
2023-04-10 08:00:00,电池II,0.608
2023-04-10 08:00:00,酒店餐饮II,0.608
2023-04-10 08:00:00,航运港口II,0.456
2023-04-10 08:00:00,多元金融II,0.456
2023-04-10 08:00:00,服装家纺II,0.456
2023-04-10 08:00:00,证券II,0.456
2023-04-10 08:00:00,光伏设备II,0.456
2023-04-10 08:00:00,电视广播II,0.456
2023-04-10 08:00:00,军工电子II,0.456
2023-04-10 08:00:00,运输设备II,0.456
2023-04-10 08:00:00,Nan,0.304
2023-04-10 08:00:00,工程咨询服务II,0.304
2023-04-10 08:00:00,个护用品II,0.304
2023-04-10 08:00:00,电机II,0.304
2023-04-10 08:00:00,饰品II,0.304
2023-04-10 08:00:00,饲料II,0.304
2023-04-10 08:00:00,水泥制造II,0.304
2023-04-10 08:00:00,化学制品II,0.304
2023-04-10 08:00:00,化学原料II,0.304
2023-04-10 08:00:00,食品加工II,0.304
2023-04-10 08:00:00,环境治理II,0.304
2023-04-10 08:00:00,广告营销II,0.304
2023-04-10 08:00:00,文娱用品II,0.304
2023-04-10 08:00:00,家用轻工II,0.304
2023-04-10 08:00:00,医药商业II,0.304
2023-04-10 08:00:00,其他交运设备II,0.304
2023-04-10 08:00:00,工程机械II,0.304
2023-04-10 08:00:00,非金属材料II,0.152
2023-04-10 08:00:00,化学纤维II,0.152
2023-04-10 08:00:00,造纸II,0.152
2023-04-10 08:00:00,体育II,0.152
2023-04-10 08:00:00,商用车II,0.152
2023-04-10 08:00:00,专业服务II,0.152
2023-04-10 08:00:00,油服工程II,0.152
2023-04-10 08:00:00,船舶制造II,0.152
2023-04-10 08:00:00,白色家电II,0.152
2023-04-10 08:00:00,航空机场II,0.152
2023-04-10 08:00:00,综合II,0.152
2023-04-10 08:00:00,农产品加工II,0.152
2023-04-10 08:00:00,燃气II,0.152
2023-04-10 08:00:00,房地产服务II,0.152
2023-04-10 08:00:00,白酒II,0.152
2023-04-10 08:00:00,装修装饰II,0.152
2023-04-10 08:00:00,家电零部件II,0.152
2023-04-10 08:00:00,调味发酵品II,0.152
2023-04-10 08:00:00,饮料乳品II,0.152
2023-04-10 08:00:00,环保设备II,0.152
2023-04-10 08:00:00,橡胶II,0.152
2023-04-10 08:00:00,照明设备II,0.152
2023-04-10 08:00:00,金属非金属新材料II,0.152
2023-04-10 08:00:00,教育II,0.152
2023-04-10 08:00:00,包装印刷II,0.152
2023-04-10 08:00:00,稀有金属II,0.152
2023-04-10 08:00:00,风电设备II,0.152
2023-04-10 08:00:00,塑料II,0.152
2023-04-10 08:00:00,休闲食品II,0.152
2023-04-07 08:00:00,半导体II,11.9
2023-04-07 08:00:00,IT服务II,10.5
2023-04-07 08:00:00,软件开发II,9.95
2023-04-07 08:00:00,通信设备II,5.18
2023-04-07 08:00:00,光学光电子II,3.95
2023-04-07 08:00:00,计算机设备II,3.95
2023-04-07 08:00:00,电子制造II,3.54
2023-04-07 08:00:00,化学制药II,3.00
2023-04-07 08:00:00,游戏II,2.72
2023-04-07 08:00:00,中药II,2.45
2023-04-07 08:00:00,通用机械II,2.18
2023-04-07 08:00:00,元件II,2.04
2023-04-07 08:00:00,专用设备II,1.91
2023-04-07 08:00:00,电子化学品II,1.77
2023-04-07 08:00:00,出版II,1.63
2023-04-07 08:00:00,生物制品II,1.63
2023-04-07 08:00:00,一般零售II,1.50
2023-04-07 08:00:00,通信运营II,1.50
2023-04-07 08:00:00,医疗器械II,1.50
2023-04-07 08:00:00,影视院线II,1.36
2023-04-07 08:00:00,广告营销II,1.36
2023-04-07 08:00:00,自动化设备II,1.36
2023-04-07 08:00:00,其他电子II,1.09
2023-04-07 08:00:00,数字媒体II,0.954
2023-04-07 08:00:00,医疗服务II,0.954
2023-04-07 08:00:00,军工电子II,0.817
2023-04-07 08:00:00,工业金属II,0.817
2023-04-07 08:00:00,旅游及景区II,0.817
2023-04-07 08:00:00,视听器材II,0.681
2023-04-07 08:00:00,专业工程II,0.681
2023-04-07 08:00:00,汽车零部件II,0.681
2023-04-07 08:00:00,炼化及贸易II,0.681
2023-04-07 08:00:00,房地产开发II,0.681
2023-04-07 08:00:00,畜禽养殖II,0.545
2023-04-07 08:00:00,黄金II,0.545
2023-04-07 08:00:00,物流II,0.545
2023-04-07 08:00:00,教育II,0.409
2023-04-07 08:00:00,互联网电商II,0.409
2023-04-07 08:00:00,饰品II,0.409
2023-04-07 08:00:00,多元金融II,0.409
2023-04-07 08:00:00,化学制品II,0.409
2023-04-07 08:00:00,基础建设II,0.409
2023-04-07 08:00:00,电力II,0.409
2023-04-07 08:00:00,非白酒II,0.409
2023-04-07 08:00:00,Nan,0.409
2023-04-07 08:00:00,证券II,0.409
2023-04-07 08:00:00,电视广播II,0.409
2023-04-07 08:00:00,个护用品II,0.273
2023-04-07 08:00:00,电网设备II,0.273
2023-04-07 08:00:00,航运港口II,0.273
2023-04-07 08:00:00,农产品加工II,0.273
2023-04-07 08:00:00,饲料II,0.273
2023-04-07 08:00:00,专业服务II,0.273
2023-04-07 08:00:00,电池II,0.273
2023-04-07 08:00:00,化学原料II,0.273
2023-04-07 08:00:00,光伏设备II,0.273
2023-04-07 08:00:00,家用轻工II,0.273
2023-04-07 08:00:00,综合II,0.273
2023-04-07 08:00:00,其他交运设备II,0.273
2023-04-07 08:00:00,房地产服务II,0.273
2023-04-07 08:00:00,环保设备II,0.273
2023-04-07 08:00:00,环境治理II,0.273
2023-04-07 08:00:00,医药商业II,0.273
2023-04-07 08:00:00,非金属材料II,0.136
2023-04-07 08:00:00,工程咨询服务II,0.136
2023-04-07 08:00:00,体育II,0.136
2023-04-07 08:00:00,电源设备II,0.136
2023-04-07 08:00:00,化学纤维II,0.136
2023-04-07 08:00:00,造纸II,0.136
2023-04-07 08:00:00,电机II,0.136
2023-04-07 08:00:00,商用车II,0.136
2023-04-07 08:00:00,服装家纺II,0.136
2023-04-07 08:00:00,文娱用品II,0.136
2023-04-07 08:00:00,食品加工II,0.136
2023-04-07 08:00:00,工程机械II,0.136
2023-04-07 08:00:00,运输设备II,0.136
2023-04-07 08:00:00,白酒II,0.136
2023-04-07 08:00:00,包装印刷II,0.136
2023-04-07 08:00:00,橡胶II,0.136
2023-04-07 08:00:00,白色家电II,0.136
2023-04-07 08:00:00,航空机场II,0.136
2023-04-07 08:00:00,装修装饰II,0.136
2023-04-07 08:00:00,水泥制造II,0.136
2023-04-07 08:00:00,休闲食品II,0.136
2023-04-07 08:00:00,其他建材II,0.136
2023-04-07 08:00:00,家电零部件II,0.136
2023-04-07 08:00:00,化妆品II,0.136
2023-04-07 08:00:00,照明设备II,0.136
2023-04-07 08:00:00,小家电II,0.136
2023-04-07 08:00:00,风电设备II,0.136
2023-04-07 08:00:00,饮料乳品II,0.136
2023-04-06 08:00:00,半导体II,14.1
2023-04-06 08:00:00,软件开发II,9.51
2023-04-06 08:00:00,IT服务II,7.47
2023-04-06 08:00:00,通信设备II,5.16
2023-04-06 08:00:00,光学光电子II,5.16
2023-04-06 08:00:00,电子制造II,4.48
2023-04-06 08:00:00,元件II,4.21
2023-04-06 08:00:00,计算机设备II,3.40
2023-04-06 08:00:00,专用设备II,3.26
2023-04-06 08:00:00,中药II,2.85
2023-04-06 08:00:00,游戏II,2.58
2023-04-06 08:00:00,通用机械II,2.45
2023-04-06 08:00:00,电子化学品II,2.17
2023-04-06 08:00:00,自动化设备II,2.17
2023-04-06 08:00:00,其他电子II,1.63
2023-04-06 08:00:00,通信运营II,1.49
2023-04-06 08:00:00,出版II,1.36
2023-04-06 08:00:00,一般零售II,1.09
2023-04-06 08:00:00,化学制药II,1.09
2023-04-06 08:00:00,畜禽养殖II,0.951
2023-04-06 08:00:00,数字媒体II,0.951
2023-04-06 08:00:00,军工电子II,0.951
2023-04-06 08:00:00,黄金II,0.951
2023-04-06 08:00:00,专业工程II,0.951
2023-04-06 08:00:00,化学制品II,0.951
2023-04-06 08:00:00,医疗器械II,0.951
2023-04-06 08:00:00,工业金属II,0.815
2023-04-06 08:00:00,生物制品II,0.815
2023-04-06 08:00:00,影视院线II,0.679
2023-04-06 08:00:00,视听器材II,0.679
2023-04-06 08:00:00,基础建设II,0.679
2023-04-06 08:00:00,医疗服务II,0.544
2023-04-06 08:00:00,物流II,0.544
2023-04-06 08:00:00,多元金融II,0.544
2023-04-06 08:00:00,广告营销II,0.544
2023-04-06 08:00:00,电网设备II,0.544
2023-04-06 08:00:00,环境治理II,0.544
2023-04-06 08:00:00,汽车零部件II,0.544
2023-04-06 08:00:00,炼化及贸易II,0.544
2023-04-06 08:00:00,工程咨询服务II,0.408
2023-04-06 08:00:00,电源设备II,0.408
2023-04-06 08:00:00,航运港口II,0.408
2023-04-06 08:00:00,房地产开发II,0.408
2023-04-06 08:00:00,运输设备II,0.408
2023-04-06 08:00:00,饰品II,0.408
2023-04-06 08:00:00,教育II,0.272
2023-04-06 08:00:00,个护用品II,0.272
2023-04-06 08:00:00,光伏设备II,0.272
2023-04-06 08:00:00,饲料II,0.272
2023-04-06 08:00:00,食品加工II,0.272
2023-04-06 08:00:00,专业服务II,0.272
2023-04-06 08:00:00,旅游及景区II,0.272
2023-04-06 08:00:00,Nan,0.272
2023-04-06 08:00:00,非白酒II,0.272
2023-04-06 08:00:00,白酒II,0.272
2023-04-06 08:00:00,证券II,0.272
2023-04-06 08:00:00,白色家电II,0.272
2023-04-06 08:00:00,医药商业II,0.272
2023-04-06 08:00:00,装修装饰II,0.272
2023-04-06 08:00:00,非金属材料II,0.136
2023-04-06 08:00:00,化学纤维II,0.136
2023-04-06 08:00:00,电机II,0.136
2023-04-06 08:00:00,体育II,0.136
2023-04-06 08:00:00,互联网电商II,0.136
2023-04-06 08:00:00,塑料II,0.136
2023-04-06 08:00:00,橡胶II,0.136
2023-04-06 08:00:00,造纸II,0.136
2023-04-06 08:00:00,化学原料II,0.136
2023-04-06 08:00:00,商用车II,0.136
2023-04-06 08:00:00,油服工程II,0.136
2023-04-06 08:00:00,综合II,0.136
2023-04-06 08:00:00,电池II,0.136
2023-04-06 08:00:00,文娱用品II,0.136
2023-04-06 08:00:00,工程机械II,0.136
2023-04-06 08:00:00,其他交运设备II,0.136
2023-04-06 08:00:00,水泥制造II,0.136
2023-04-06 08:00:00,其他建材II,0.136
2023-04-06 08:00:00,航空机场II,0.136
2023-04-06 08:00:00,航空装备II,0.136
2023-04-06 08:00:00,家用轻工II,0.136
2023-04-06 08:00:00,金属非金属新材料II,0.136
2023-04-06 08:00:00,农产品加工II,0.136
2023-04-06 08:00:00,家电零部件II,0.136
2023-04-06 08:00:00,电力II,0.136
2023-04-04 08:00:00,软件开发II,11.1
2023-04-04 08:00:00,半导体II,10.8
2023-04-04 08:00:00,IT服务II,10.8
2023-04-04 08:00:00,通信设备II,5.54
2023-04-04 08:00:00,计算机设备II,4.62
2023-04-04 08:00:00,光学光电子II,4.22
2023-04-04 08:00:00,元件II,3.43
2023-04-04 08:00:00,电子制造II,3.30
2023-04-04 08:00:00,游戏II,3.17
2023-04-04 08:00:00,通信运营II,2.51
2023-04-04 08:00:00,出版II,2.24
2023-04-04 08:00:00,中药II,2.24
2023-04-04 08:00:00,广告营销II,2.11
2023-04-04 08:00:00,专用设备II,2.11
2023-04-04 08:00:00,电子化学品II,1.98
2023-04-04 08:00:00,影视院线II,1.85
2023-04-04 08:00:00,通用机械II,1.58
2023-04-04 08:00:00,医疗器械II,1.45
2023-04-04 08:00:00,数字媒体II,1.19
2023-04-04 08:00:00,自动化设备II,1.19
2023-04-04 08:00:00,军工电子II,1.06
2023-04-04 08:00:00,化学制品II,1.06
2023-04-04 08:00:00,其他电子II,1.06
2023-04-04 08:00:00,一般零售II,0.924
2023-04-04 08:00:00,畜禽养殖II,0.792
2023-04-04 08:00:00,专业工程II,0.792
2023-04-04 08:00:00,工程咨询服务II,0.792
2023-04-04 08:00:00,化学制药II,0.792
2023-04-04 08:00:00,基础建设II,0.792
2023-04-04 08:00:00,视听器材II,0.660
2023-04-04 08:00:00,电视广播II,0.660
2023-04-04 08:00:00,医疗服务II,0.528
2023-04-04 08:00:00,黄金II,0.528
2023-04-04 08:00:00,汽车零部件II,0.528
2023-04-04 08:00:00,航运港口II,0.528
2023-04-04 08:00:00,生物制品II,0.528
2023-04-04 08:00:00,教育II,0.396
2023-04-04 08:00:00,互联网电商II,0.396
2023-04-04 08:00:00,电网设备II,0.396
2023-04-04 08:00:00,物流II,0.396
2023-04-04 08:00:00,专业服务II,0.396
2023-04-04 08:00:00,环境治理II,0.396
2023-04-04 08:00:00,工业金属II,0.396
2023-04-04 08:00:00,房地产开发II,0.396
2023-04-04 08:00:00,旅游及景区II,0.396
2023-04-04 08:00:00,炼化及贸易II,0.396
2023-04-04 08:00:00,个护用品II,0.264
2023-04-04 08:00:00,运输设备II,0.264
2023-04-04 08:00:00,光伏设备II,0.264
2023-04-04 08:00:00,化学原料II,0.264
2023-04-04 08:00:00,多元金融II,0.264
2023-04-04 08:00:00,饲料II,0.264
2023-04-04 08:00:00,文娱用品II,0.264
2023-04-04 08:00:00,商用车II,0.264
2023-04-04 08:00:00,工程机械II,0.264
2023-04-04 08:00:00,医药商业II,0.264
2023-04-04 08:00:00,白酒II,0.264
2023-04-04 08:00:00,白色家电II,0.264
2023-04-04 08:00:00,Nan,0.264
2023-04-04 08:00:00,塑料II,0.132
2023-04-04 08:00:00,化学纤维II,0.132
2023-04-04 08:00:00,电机II,0.132
2023-04-04 08:00:00,橡胶II,0.132
2023-04-04 08:00:00,非金属材料II,0.132
2023-04-04 08:00:00,航天装备II,0.132
2023-04-04 08:00:00,体育II,0.132
2023-04-04 08:00:00,航空装备II,0.132
2023-04-04 08:00:00,油服工程II,0.132
2023-04-04 08:00:00,装修装饰II,0.132
2023-04-04 08:00:00,食品加工II,0.132
2023-04-04 08:00:00,证券II,0.132
2023-04-04 08:00:00,饰品II,0.132
2023-04-04 08:00:00,非白酒II,0.132
2023-04-04 08:00:00,其他交运设备II,0.132
2023-04-04 08:00:00,综合II,0.132
2023-04-04 08:00:00,家用轻工II,0.132
2023-04-04 08:00:00,家电零部件II,0.132
2023-04-04 08:00:00,服装家纺II,0.132
2023-04-04 08:00:00,房地产服务II,0.132
2023-04-04 08:00:00,航空机场II,0.132
2023-04-04 08:00:00,小家电II,0.132
2023-04-04 08:00:00,环保设备II,0.132
2023-04-04 08:00:00,铁路公路II,0.132
2023-04-03 08:00:00,IT服务II,11.9
2023-04-03 08:00:00,软件开发II,11.7
2023-04-03 08:00:00,半导体II,8.92
2023-04-03 08:00:00,通信设备II,5.19
2023-04-03 08:00:00,计算机设备II,4.66
2023-04-03 08:00:00,光学光电子II,4.13
2023-04-03 08:00:00,游戏II,3.46
2023-04-03 08:00:00,电子制造II,3.06
2023-04-03 08:00:00,出版II,2.93
2023-04-03 08:00:00,广告营销II,2.53
2023-04-03 08:00:00,通信运营II,2.40
2023-04-03 08:00:00,专用设备II,2.40
2023-04-03 08:00:00,影视院线II,2.26
2023-04-03 08:00:00,元件II,2.26
2023-04-03 08:00:00,中药II,2.00
2023-04-03 08:00:00,数字媒体II,1.73
2023-04-03 08:00:00,电子化学品II,1.73
2023-04-03 08:00:00,通用机械II,1.46
2023-04-03 08:00:00,工程咨询服务II,1.20
2023-04-03 08:00:00,互联网电商II,1.07
2023-04-03 08:00:00,一般零售II,1.07
2023-04-03 08:00:00,自动化设备II,1.07
2023-04-03 08:00:00,化学制品II,1.07
2023-04-03 08:00:00,化学制药II,1.07
2023-04-03 08:00:00,军工电子II,0.932
2023-04-03 08:00:00,其他电子II,0.932
2023-04-03 08:00:00,医疗器械II,0.932
2023-04-03 08:00:00,医疗服务II,0.799
2023-04-03 08:00:00,教育II,0.666
2023-04-03 08:00:00,视听器材II,0.666
2023-04-03 08:00:00,电网设备II,0.666
2023-04-03 08:00:00,汽车零部件II,0.666
2023-04-03 08:00:00,畜禽养殖II,0.533
2023-04-03 08:00:00,环境治理II,0.533
2023-04-03 08:00:00,旅游及景区II,0.533
2023-04-03 08:00:00,电视广播II,0.533
2023-04-03 08:00:00,塑料II,0.400
2023-04-03 08:00:00,物流II,0.400
2023-04-03 08:00:00,专业服务II,0.400
2023-04-03 08:00:00,专业工程II,0.400
2023-04-03 08:00:00,光伏设备II,0.400
2023-04-03 08:00:00,文娱用品II,0.400
2023-04-03 08:00:00,房地产开发II,0.400
2023-04-03 08:00:00,航运港口II,0.400
2023-04-03 08:00:00,电力II,0.266
2023-04-03 08:00:00,个护用品II,0.266
2023-04-03 08:00:00,商用车II,0.266
2023-04-03 08:00:00,基础建设II,0.266
2023-04-03 08:00:00,多元金融II,0.266
2023-04-03 08:00:00,化学原料II,0.266
2023-04-03 08:00:00,炼化及贸易II,0.266
2023-04-03 08:00:00,白色家电II,0.266
2023-04-03 08:00:00,饲料II,0.266
2023-04-03 08:00:00,其他交运设备II,0.266
2023-04-03 08:00:00,电池II,0.266
2023-04-03 08:00:00,电源设备II,0.266
2023-04-03 08:00:00,种植业II,0.133
2023-04-03 08:00:00,化学纤维II,0.133
2023-04-03 08:00:00,电机II,0.133
2023-04-03 08:00:00,体育II,0.133
2023-04-03 08:00:00,航天装备II,0.133
2023-04-03 08:00:00,橡胶II,0.133
2023-04-03 08:00:00,航空装备II,0.133
2023-04-03 08:00:00,食品加工II,0.133
2023-04-03 08:00:00,非金属材料II,0.133
2023-04-03 08:00:00,黄金II,0.133
2023-04-03 08:00:00,环保设备II,0.133
